temperature_one,temperature_two,vibration_x,vibration_y,vibration_z,magnetic_flux_x,magnetic_flux_y,magnetic_flux_z,ultra_sound,audible_sound,health_status
23.23,23.23,-14,116,972,15,1,43,0,28.9771,unhealthy
23.23,23.23,0,104,975,15,1,43,0,41.6464,unhealthy
23.23,23.23,0,104,975,15,1,43,0,42.5616,unhealthy
23.23,23.23,0,104,975,15,1,43,0,49.6052,unhealthy
23.23,23.23,0,104,975,15,1,43,0,34.4119,unhealthy
23.2,23.2,0,104,975,15,1,43,0,61.6464,unhealthy
23.2,23.2,0,104,975,15,1,43,0,43.5846,unhealthy
23.2,23.2,0,104,975,15,1,43,0,36.0714,unhealthy
23.23,23.23,0,104,975,15,1,43,0,40.8186,unhealthy
23.23,23.23,0,104,975,15,1,43,0,36.0714,unhealthy
23.23,23.23,0,104,975,15,1,43,0,44.7445,unhealthy
23.23,23.23,0,104,975,15,1,43,0,34.4119,unhealthy
23.23,23.23,0,104,975,15,1,43,0,43.5846,unhealthy
23.23,23.23,0,104,975,15,1,43,0,61.6464,unhealthy
23.23,23.23,0,104,975,15,1,43,0,16.7857,unhealthy
23.23,23.23,0,104,975,15,1,43,0,8.37242,unhealthy
23.23,23.23,0,104,975,15,1,43,0,37.0375,unhealthy
23.23,23.23,0,104,975,15,1,43,0,35.6258,unhealthy
23.23,23.23,0,104,975,15,1,43,0,32.7033,unhealthy
23.23,23.23,0,104,975,15,1,43,0,14.9574,unhealthy
23.23,23.23,0,104,975,15,1,43,0,24.1452,unhealthy
23.23,23.23,0,104,975,15,1,43,0,32.7033,unhealthy
23.23,23.23,0,104,975,15,1,43,0,36.541,unhealthy
23.23,23.23,0,104,975,15,1,43,0,55.6258,unhealthy
23.23,23.23,0,104,975,15,1,43,0,55.6258,unhealthy
23.23,23.23,0,104,975,15,1,43,0,61.6464,unhealthy
23.26,23.26,0,104,975,15,1,43,0,49.6052,unhealthy
23.26,23.26,0,104,975,15,1,43,0,61.6464,unhealthy
23.26,23.26,0,104,975,15,1,43,0,33.0192,unhealthy
23.26,23.26,0,104,975,15,1,43,0,49.6052,unhealthy
23.26,23.26,0,104,975,15,1,43,0,35.202,unhealthy
23.26,23.26,0,104,975,15,1,43,0,55.6258,unhealthy
23.26,23.26,0,104,975,15,1,43,0,44.7445,unhealthy
23.26,23.26,0,104,975,15,1,43,0,36.541,unhealthy
23.26,23.26,0,104,975,15,1,43,0,34.4119,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,47.667,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,47.667,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,49.6052,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,46.0834,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,37.0375,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,35.202,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,43.5846,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,55.6258,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,37.564,unhealthy
23.23,23.23,-11,104,964,14,1,43,0,47.667,unhealthy
23.23,23.23,-11,104,964,14,1,43,0,33.6876,unhealthy
23.23,23.23,-11,104,964,14,1,43,0,36.0714,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,35.6258,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,49.6052,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,28.7774,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,26.3779,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,33.347,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,32.7033,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,34.798,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,33.347,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,44.7445,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,61.6464,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,52.104,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,36.0714,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,44.7445,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,37.0375,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,35.6258,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,44.7445,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,33.347,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,52.104,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,46.0834,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,52.104,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,34.0422,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,29.6052,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,46.0834,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,29.6052,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,34.0422,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,34.4119,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,34.4119,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,33.6876,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,33.6876,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,43.5846,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,43.5846,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,35.6258,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,35.6258,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,42.5616,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,42.5616,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,36.541,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,36.541,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,35.6258,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,35.6258,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,42.5616,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,42.5616,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,47.667,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,47.667,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,44.7445,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,44.7445,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,55.6258,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,55.6258,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,61.6464,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,61.6464,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,61.6464,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,61.6464,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,52.104,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,52.104,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,44.7445,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,44.7445,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,36.0714,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,36.0714,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,44.7445,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,44.7445,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,34.4119,unhealthy
23.26,23.26,-11,104,964,14,1,43,0,34.4119,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,42.5616,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,42.5616,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,52.104,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,52.104,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,49.6052,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,49.6052,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,32.7033,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,32.7033,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,42.5616,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,42.5616,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,34.798,unhealthy
23.3,23.3,-11,104,964,14,1,43,0,34.798,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,61.6464,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,61.6464,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,35.202,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,35.202,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,36.541,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,36.541,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,35.6258,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,35.6258,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,34.0422,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,34.0422,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,33.0192,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,33.0192,unhealthy
23.26,23.26,-16,98,963,14,1,43,0,52.104,unhealthy
23.26,23.26,-16,98,963,14,1,43,0,52.104,unhealthy
23.26,23.26,-16,98,963,14,1,43,0,34.0422,unhealthy
23.26,23.26,-16,98,963,14,1,43,0,34.0422,unhealthy
23.26,23.26,-16,98,963,14,1,43,0,52.104,unhealthy
23.26,23.26,-16,98,963,14,1,43,0,52.104,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,36.0714,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,36.0714,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,52.104,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,52.104,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,52.104,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,52.104,unhealthy
23.33,23.33,-16,98,963,14,1,43,0,42.5616,unhealthy
23.33,23.33,-16,98,963,14,1,43,0,42.5616,unhealthy
23.33,23.33,-16,98,963,14,1,43,0,55.6258,unhealthy
23.33,23.33,-16,98,963,14,1,43,0,55.6258,unhealthy
23.33,23.33,-16,98,963,14,1,43,0,33.6876,unhealthy
23.33,23.33,-16,98,963,14,1,43,0,33.6876,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,37.564,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,37.564,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,49.6052,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,49.6052,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,33.6876,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,33.6876,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,46.0834,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,46.0834,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,52.104,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,52.104,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,46.0834,unhealthy
23.3,23.3,-16,98,963,14,1,43,0,46.0834,unhealthy
23.33,23.33,-16,98,963,14,1,43,0,46.0834,unhealthy
23.33,23.33,-16,98,963,14,1,43,0,46.0834,unhealthy
23.33,23.33,-16,98,963,14,1,43,0,47.667,unhealthy
23.33,23.33,-16,98,963,14,1,43,0,47.667,unhealthy
23.33,23.33,-16,98,963,14,1,43,0,34.4119,unhealthy
23.33,23.33,-16,98,963,14,1,43,0,34.4119,unhealthy
23.33,23.33,-16,98,963,14,1,43,0,52.104,unhealthy
23.33,23.33,-16,98,963,14,1,43,0,52.104,unhealthy
