id,time_stamp,temperature_one,temperature_two,vibration_x,vibration_y,vibration_z,vibration_peak,magnetic_flux_x,magnetic_flux_y,magnetic_flux_z,magnetic_flux_peak,ultra_sound,audible_sound,health_status
18,"2024-06-27 15:42:37",22.83,22.01,-52,89,1010,1023,10,0,47,47,0.00744596,42.5616,unhealthy
19,"2024-06-27 15:42:38",22.83,22.01,-52,89,1010,1023,10,0,47,47,0.0364025,28.7774,unhealthy
20,"2024-06-27 15:42:39",22.83,22.04,-48,90,1013,1023,10,0,47,47,0.0198559,34.0422,unhealthy
21,"2024-06-27 15:42:41",22.83,22.04,-48,75,1020,1023,10,0,47,47,0.000827329,61.6464,unhealthy
22,"2024-06-27 15:42:41",22.83,22.04,-48,75,1020,1023,10,0,47,47,0.000827329,61.6464,unhealthy
23,"2024-06-27 15:42:43",22.87,22.01,-48,75,1020,1023,10,0,47,47,0.0182012,34.798,unhealthy
24,"2024-06-27 15:42:44",22.87,22.01,-48,75,1020,1023,10,0,47,47,0.00248199,52.104,unhealthy
25,"2024-06-27 15:42:45",22.87,22.01,-48,75,1020,1023,10,0,47,47,0.0190286,34.4119,unhealthy
26,"2024-06-27 15:42:46",22.87,22.01,-48,75,1020,1023,10,0,47,47,0.0330932,29.6052,unhealthy
27,"2024-06-27 15:42:47",22.87,22.01,-48,75,1020,1023,10,0,47,47,0.00413665,47.667,unhealthy
28,"2024-06-27 15:42:48",22.87,22.01,-34,89,1016,1023,10,0,47,47,0.0057913,44.7445,unhealthy
29,"2024-06-27 15:42:49",22.87,21.98,-34,89,1016,1023,10,0,47,47,0.0057913,44.7445,unhealthy
30,"2024-06-27 15:42:50",22.87,21.98,-34,89,1016,1023,10,0,47,47,0.00496397,46.0834,unhealthy
31,"2024-06-27 15:42:51",22.87,21.98,-34,89,1016,1023,10,0,47,47,0.00827329,41.6464,unhealthy
32,"2024-06-27 15:42:52",22.87,22.01,-34,89,1016,1023,10,0,47,47,0.0148919,36.541,unhealthy
33,"2024-06-27 15:42:53",22.87,22.01,-61,84,1024,1024,10,0,47,47,0.00165466,55.6258,unhealthy
34,"2024-06-27 15:42:55",22.87,22.01,-61,84,1024,1024,10,0,47,47,0.00413665,47.667,unhealthy
35,"2024-06-27 15:42:56",22.87,22.01,-61,84,1024,1024,10,0,47,47,0.0223379,33.0192,unhealthy
36,"2024-06-27 15:42:57",22.87,22.01,-61,84,1024,1024,10,0,47,47,0.0140646,37.0375,unhealthy
37,"2024-06-27 15:42:58",22.87,22.01,-61,84,1024,1024,10,0,47,47,0.0198559,34.0422,unhealthy
38,"2024-06-27 15:42:59",22.87,22.01,-47,86,1016,1024,10,0,47,47,0.0165466,35.6258,unhealthy
39,"2024-06-27 15:43:06",22.87,22.04,-50,87,1022,1024,10,0,47,47,0.0182012,34.798,unhealthy
40,"2024-06-27 15:43:07",22.87,22.04,-50,87,1022,1024,10,0,47,47,0.0140646,37.0375,unhealthy
41,"2024-06-27 15:43:09",22.87,22.01,-50,87,1022,1024,10,0,47,47,0.00330932,49.6052,unhealthy
42,"2024-06-27 15:43:10",22.87,22.04,-50,87,1022,1024,10,0,47,47,0.0198559,34.0422,unhealthy
43,"2024-06-27 15:43:10",22.87,22.01,-50,87,1022,1024,10,0,47,47,0.0173739,35.202,unhealthy
44,"2024-06-27 15:43:12",22.87,22.01,-50,87,1022,1024,10,0,47,47,0.0148919,36.541,unhealthy
45,"2024-06-27 15:43:13",22.9,22.01,-50,87,1022,1024,10,0,47,47,0.0215106,33.347,unhealthy
46,"2024-06-27 15:43:13",22.9,22.01,-70,84,1018,1024,10,0,47,47,0.0198559,34.0422,unhealthy
47,"2024-06-27 15:43:14",22.9,22.01,-70,84,1018,1024,10,0,47,47,0.000827329,61.6464,unhealthy
48,"2024-06-27 15:43:15",22.9,22.01,-70,84,1018,1024,10,0,47,47,0.0165466,35.6258,unhealthy
49,"2024-06-27 15:43:17",22.9,22.01,-70,84,1018,1024,10,0,47,47,0.0157193,36.0714,unhealthy
50,"2024-06-27 15:43:17",22.9,22.01,-70,84,1018,1024,10,0,47,47,0.0140646,37.0375,unhealthy
51,"2024-06-27 15:43:19",22.9,22.01,-70,84,1018,1024,10,0,47,47,0.0157193,36.0714,unhealthy
52,"2024-06-27 15:43:20",22.9,22.01,-47,89,1023,1024,10,0,47,47,0.0165466,35.6258,unhealthy
53,"2024-06-27 15:43:21",22.9,22.01,-47,89,1023,1024,10,0,47,47,0.000827329,61.6464,unhealthy
54,"2024-06-27 15:43:22",22.9,22.01,-47,89,1023,1024,10,0,47,47,0.00496397,46.0834,unhealthy
55,"2024-06-27 15:43:23",22.9,22.01,-38,73,1012,1024,10,0,47,47,0.00744596,42.5616,unhealthy
56,"2024-06-27 15:43:24",22.9,22.01,-38,73,1012,1024,10,0,47,47,0.0206832,33.6876,unhealthy
57,"2024-06-27 15:43:25",22.9,21.98,-38,73,1012,1024,10,0,47,47,0.0198559,34.0422,unhealthy
58,"2024-06-27 15:43:26",22.9,21.98,-38,73,1012,1024,10,0,47,47,0.00661863,43.5846,unhealthy
59,"2024-06-27 15:43:28",22.9,21.98,-38,73,1012,1024,10,0,47,47,0.0173739,35.202,unhealthy
60,"2024-06-27 15:43:29",22.93,22.01,-53,82,1020,1024,10,0,47,47,0.0165466,35.6258,unhealthy
61,"2024-06-27 15:43:29",22.93,22.01,-53,82,1020,1024,10,0,47,47,0.0132373,37.564,unhealthy
62,"2024-06-27 15:43:31",22.93,22.01,-53,82,1020,1024,10,0,47,47,0.0148919,36.541,unhealthy
63,"2024-06-27 15:43:32",22.93,22.01,-50,82,1013,1024,10,0,47,47,0.0182012,34.798,unhealthy
64,"2024-06-27 15:43:33",22.93,22.01,-50,82,1013,1024,10,0,47,47,0.0182012,34.798,unhealthy
65,"2024-06-27 15:43:34",22.93,22.01,-50,82,1013,1024,10,0,47,47,0.0173739,35.202,unhealthy
66,"2024-06-27 15:43:35",22.9,22.01,-52,87,1033,1033,10,0,47,47,0.00744596,42.5616,unhealthy
67,"2024-06-27 15:43:36",22.9,22.04,-52,87,1033,1033,10,0,47,47,0.0206832,33.6876,unhealthy
68,"2024-06-27 15:43:37",22.9,22.04,-52,87,1033,1033,10,0,47,47,0.00661863,43.5846,unhealthy
69,"2024-06-27 15:43:38",22.9,22.04,-52,87,1033,1033,10,0,47,47,0.0215106,33.347,unhealthy
70,"2024-06-27 15:43:40",22.9,22.01,-52,87,1033,1033,10,0,47,47,0.0223379,33.0192,unhealthy
71,"2024-06-27 15:43:41",22.9,22.01,-52,87,1033,1033,10,0,47,47,0.00661863,43.5846,unhealthy
72,"2024-06-27 15:43:46",22.93,22.01,-54,74,1025,1033,10,0,47,47,0.00165466,55.6258,unhealthy
73,"2024-06-27 15:43:48",22.93,22.01,-48,77,1015,1033,10,0,47,47,0.00496397,46.0834,unhealthy
74,"2024-06-27 15:43:48",22.93,22.01,-46,86,1018,1033,10,0,47,47,0.00165466,55.6258,unhealthy
75,"2024-06-27 15:43:49",22.93,22.01,-42,83,1016,1033,10,0,47,47,0.0140646,37.0375,unhealthy
76,"2024-06-27 15:43:50",22.93,22.01,-42,83,1016,1033,10,0,47,47,0.0057913,44.7445,unhealthy
77,"2024-06-27 15:43:51",22.93,22.01,-42,83,1016,1033,10,0,47,47,0.00661863,43.5846,unhealthy
78,"2024-06-27 15:43:51",22.93,22.01,-48,90,1020,1033,10,0,47,47,0.00413665,47.667,unhealthy
79,"2024-06-27 15:43:53",22.93,22.04,-68,88,1029,1033,10,0,47,47,0.0148919,36.541,unhealthy
80,"2024-06-27 15:43:54",22.93,22.04,-68,88,1029,1033,10,0,47,47,0.0190286,34.4119,unhealthy
81,"2024-06-27 15:43:55",22.93,22.04,-68,88,1029,1033,10,0,47,47,0.00827329,34.4119,unhealthy
82,"2024-06-27 15:43:56",22.97,22.04,-53,86,1017,1033,10,0,47,47,0.0239925,32.3985,unhealthy
83,"2024-06-27 15:43:57",22.97,22.04,-64,87,1016,1033,10,0,47,47,0.0140646,37.0375,unhealthy
84,"2024-06-27 15:43:58",22.97,22.04,-64,87,1016,1033,10,0,47,47,0.00165466,55.6258,unhealthy
85,"2024-06-27 15:43:59",22.97,22.01,-64,87,1016,1033,10,0,47,47,0.0057913,44.7445,unhealthy
86,"2024-06-27 15:44:00",22.97,22.01,-62,81,1014,1033,10,0,47,47,0.00248199,52.104,unhealthy
87,"2024-06-27 15:44:01",22.97,22.01,-62,81,1014,1033,10,0,47,47,0.00413665,47.667,unhealthy
88,"2024-06-27 15:44:12",22.97,22.01,-44,88,1023,1033,10,0,47,47,0.00248199,52.104,unhealthy
89,"2024-06-27 15:44:13",22.97,22.01,-56,86,1017,1033,10,0,47,47,0.0190286,34.4119,unhealthy
90,"2024-06-27 15:44:13",22.97,22.01,-56,86,1017,1033,10,0,47,47,0.0190286,34.4119,unhealthy
91,"2024-06-27 15:44:14",22.97,22.01,-56,86,1017,1033,10,0,47,47,0.00248199,52.104,unhealthy
92,"2024-06-27 15:44:22",22.97,22.04,-41,77,1027,1033,10,0,47,47,0.000827329,61.6464,unhealthy
93,"2024-06-27 15:44:24",23,21.98,-41,77,1027,1033,10,0,47,47,0.0140646,37.0375,unhealthy
94,"2024-06-27 15:44:24",23,21.98,-41,77,1027,1033,10,0,47,47,0.0173739,35.202,unhealthy
95,"2024-06-27 15:44:25",23,22.04,-57,80,1027,1033,10,0,47,47,0.00165466,55.6258,unhealthy
96,"2024-06-27 15:44:26",23,21.98,-41,77,1027,1033,10,0,47,47,0.0148919,36.541,unhealthy
97,"2024-06-27 15:44:26",23,22.04,-57,80,1027,1033,10,0,47,47,0.0140646,37.0375,unhealthy
98,"2024-06-27 15:46:28",23.13,23.13,-38,90,1004,1033,10,0,47,47,0,42.5616,unhealthy
99,"2024-06-27 15:46:30",23.13,23.13,-38,90,1004,1033,10,0,47,47,0,55.6258,unhealthy
100,"2024-06-27 15:46:31",23.13,23.13,-38,90,1004,1033,10,0,47,47,0,61.6464,unhealthy
101,"2024-06-27 15:46:32",23.13,23.13,-38,90,1004,1033,10,0,47,47,0,33.6876,unhealthy
102,"2024-06-27 15:46:32",23.13,23.13,-38,90,1004,1033,10,0,47,47,0,44.7445,unhealthy
103,"2024-06-27 15:46:33",23.13,23.13,-49,83,1011,1033,10,0,47,47,0,61.6464,unhealthy
104,"2024-06-27 15:46:34",23.13,23.13,-49,83,1011,1033,10,0,47,47,0,52.104,unhealthy
105,"2024-06-27 15:46:35",23.13,23.13,-49,83,1011,1033,10,0,47,47,0,43.5846,unhealthy
106,"2024-06-27 15:46:36",23.13,23.13,-49,83,1011,1033,10,0,47,47,0,61.6464,unhealthy
107,"2024-06-27 15:46:37",23.16,23.16,-49,83,1011,1033,10,0,47,47,0,47.667,unhealthy
108,"2024-06-27 15:46:38",23.16,23.16,-49,83,1011,1033,10,0,47,47,0,29.3908,unhealthy
109,"2024-06-27 15:46:40",23.16,23.16,-47,85,1023,1033,10,0,47,47,0,32.3985,unhealthy
110,"2024-06-27 15:46:45",23.13,23.13,-47,85,1023,1033,10,0,47,47,0,33.6876,unhealthy
111,"2024-06-27 15:46:47",23.13,23.13,-47,85,1023,1033,10,0,47,47,0,34.4119,unhealthy
112,"2024-06-27 15:46:48",23.13,23.13,-47,85,1023,1033,10,0,47,47,0,35.6258,unhealthy
113,"2024-06-27 15:46:48",23.16,23.16,-56,73,1036,1036,10,0,47,47,0,44.7445,unhealthy
114,"2024-06-27 15:47:04",23.16,23.16,-66,83,1023,1036,10,0,47,47,0,46.0834,unhealthy
115,"2024-06-27 15:47:05",23.16,23.16,-53,88,1022,1036,10,0,47,47,0,32.104,unhealthy
116,"2024-06-27 15:47:06",23.16,23.16,-43,75,1017,1036,10,0,47,47,0,33.6876,unhealthy
117,"2024-06-27 15:47:06",23.16,23.16,-53,88,1022,1036,10,0,47,47,0,55.6258,unhealthy
118,"2024-06-27 15:47:08",23.2,23.2,-46,89,1020,1036,10,0,47,47,0,49.6052,unhealthy
119,"2024-06-27 15:47:13",23.2,23.2,-46,89,1020,1036,10,0,47,47,0,34.798,unhealthy
120,"2024-06-27 15:47:14",23.16,23.16,-58,81,1016,1036,10,0,47,47,0,36.541,unhealthy
121,"2024-06-27 15:47:15",23.16,23.16,-58,81,1016,1036,10,0,47,47,0,37.0375,unhealthy
122,"2024-06-27 15:47:16",23.16,23.16,-58,81,1016,1036,10,0,47,47,0,43.5846,unhealthy
123,"2024-06-27 15:47:17",23.16,23.16,-58,81,1016,1036,10,0,47,47,0,33.347,unhealthy
124,"2024-06-27 15:47:18",23.16,23.16,-58,81,1016,1036,10,0,47,47,0,52.104,unhealthy
125,"2024-06-27 15:47:19",23.16,23.16,-58,81,1016,1036,10,0,47,47,0,41.6464,unhealthy
126,"2024-06-27 15:47:20",23.16,23.16,-58,81,1016,1036,10,0,47,47,0,34.0422,unhealthy
127,"2024-06-27 15:47:21",23.16,23.16,-58,81,1016,1036,10,0,47,47,0,33.347,unhealthy
128,"2024-06-27 15:47:22",23.16,23.16,-58,81,1016,1036,10,0,47,47,0,34.4119,unhealthy
129,"2024-06-27 15:47:23",23.2,23.2,-58,81,1016,1036,10,0,47,47,0,55.6258,unhealthy
130,"2024-06-27 15:47:24",23.2,23.2,-58,81,1016,1036,10,0,47,47,0,35.202,unhealthy
131,"2024-06-27 15:47:25",23.2,23.2,-58,81,1016,1036,10,0,47,47,0,34.798,unhealthy
132,"2024-06-27 15:47:26",23.2,23.2,-58,81,1016,1036,10,0,47,47,0,44.7445,unhealthy
133,"2024-06-27 15:47:28",23.2,23.2,-58,81,1016,1036,10,0,47,47,0,32.7033,unhealthy
134,"2024-06-27 15:49:40",23.33,23.33,-47,72,1014,1036,10,0,47,47,0,42.5616,unhealthy
135,"2024-06-27 15:49:41",23.33,23.33,-47,72,1014,1036,10,0,47,47,0,55.6258,unhealthy
136,"2024-06-27 15:49:42",23.33,23.33,-47,72,1014,1036,10,0,47,47,0,43.5846,unhealthy
137,"2024-06-27 15:49:43",23.33,23.33,-53,78,1021,1036,10,0,47,47,0,52.104,unhealthy
138,"2024-06-27 15:49:44",23.33,23.33,-53,78,1021,1036,10,0,47,47,0,37.564,unhealthy
139,"2024-06-27 15:49:45",23.33,23.33,-48,74,1021,1036,10,0,47,47,0,61.6464,unhealthy
140,"2024-06-27 15:49:46",23.33,23.33,-48,74,1021,1036,10,0,47,47,0,34.4119,unhealthy
141,"2024-06-27 15:49:47",23.33,23.33,-48,74,1021,1036,10,0,47,47,0,49.6052,unhealthy
142,"2024-06-27 15:49:49",23.36,23.36,-48,74,1021,1036,10,0,47,47,0,46.0834,unhealthy
143,"2024-06-27 15:49:49",23.36,23.36,-61,86,1020,1036,10,0,47,47,0,49.6052,unhealthy
144,"2024-06-27 15:49:50",23.36,23.36,-61,86,1020,1036,10,0,47,47,0,61.6464,unhealthy
145,"2024-06-27 15:49:52",23.33,23.33,-61,86,1020,1036,10,0,47,47,0,55.6258,unhealthy
146,"2024-06-27 15:49:53",23.33,23.33,-61,86,1020,1036,10,0,47,47,0,46.0834,unhealthy
147,"2024-06-27 15:49:54",23.33,23.33,-51,85,1007,1036,10,0,47,47,0,36.0714,unhealthy
148,"2024-06-27 15:49:55",23.33,23.33,-51,85,1007,1036,10,0,47,47,0,44.7445,unhealthy
149,"2024-06-27 15:49:56",23.33,23.33,-51,85,1007,1036,10,0,47,47,0,32.7033,unhealthy
150,"2024-06-27 15:49:57",23.33,23.33,-51,85,1007,1036,10,0,47,47,0,32.7033,unhealthy
151,"2024-06-27 15:49:58",23.33,23.33,-51,85,1007,1036,10,0,47,47,0,34.0422,unhealthy
152,"2024-06-27 15:49:59",23.33,23.33,-45,78,1019,1036,10,0,47,47,0,49.6052,unhealthy
153,"2024-06-27 15:50:00",23.33,23.33,-53,90,1020,1036,10,0,47,47,0,28.7774,unhealthy
154,"2024-06-27 15:50:01",23.36,23.36,-56,81,1039,1039,10,0,47,47,0,49.6052,unhealthy
155,"2024-06-27 15:50:02",23.36,23.36,-56,81,1039,1039,10,0,47,47,0,35.202,unhealthy
156,"2024-06-27 15:50:03",23.36,23.36,-56,81,1039,1039,10,0,47,47,0,37.0375,unhealthy
157,"2024-06-27 15:50:05",23.36,23.36,-61,81,1025,1039,10,0,47,47,0,41.6464,unhealthy
158,"2024-06-27 15:50:06",23.36,23.36,-61,81,1025,1039,10,0,47,47,0,34.798,unhealthy
159,"2024-06-27 15:50:07",23.36,23.36,-61,81,1025,1039,10,0,47,47,0,55.6258,unhealthy
160,"2024-06-27 15:50:08",23.33,23.33,-61,81,1025,1039,10,0,47,47,0,36.0714,unhealthy
161,"2024-06-27 15:50:09",23.33,23.33,-61,81,1025,1039,10,0,47,47,0,31.8192,unhealthy
162,"2024-06-27 15:50:10",23.33,23.33,-62,94,1024,1039,10,0,47,47,0,34.798,unhealthy
163,"2024-06-27 15:50:11",23.36,23.36,-62,94,1024,1039,10,0,47,47,0,37.0375,unhealthy
164,"2024-06-27 15:50:12",23.36,23.36,-62,94,1024,1039,10,0,47,47,0,29.3908,unhealthy
165,"2024-06-27 15:50:13",23.36,23.36,-62,94,1024,1039,10,0,47,47,0,37.0375,unhealthy
166,"2024-06-27 15:50:14",23.36,23.36,-52,89,1018,1039,10,0,47,47,0,44.7445,unhealthy
167,"2024-06-27 15:50:16",23.36,23.36,-49,73,1023,1039,10,0,47,47,0,61.6464,unhealthy
168,"2024-06-27 15:50:17",23.36,23.36,-49,73,1023,1039,10,0,47,47,0,44.7445,unhealthy
169,"2024-06-27 15:50:18",23.36,23.36,-49,73,1023,1039,10,0,47,47,0,42.5616,unhealthy
170,"2024-06-27 15:50:19",23.36,23.36,-49,73,1023,1039,10,0,47,47,0,34.0422,unhealthy
171,"2024-06-27 15:50:20",23.36,23.36,-49,73,1023,1039,10,0,47,47,0,34.4119,unhealthy
172,"2024-06-27 15:50:21",23.36,23.36,-49,73,1023,1039,10,0,47,47,0,32.3985,unhealthy
173,"2024-06-27 15:50:22",23.36,23.36,-39,74,1024,1039,10,0,47,47,0,52.104,unhealthy
174,"2024-06-27 15:50:23",23.36,23.36,-39,74,1024,1039,10,0,47,47,0,47.667,unhealthy
175,"2024-06-27 15:50:24",23.36,23.36,-55,81,1024,1039,10,0,47,47,0,49.6052,unhealthy
176,"2024-06-27 15:50:25",23.36,23.36,-55,81,1024,1039,10,0,47,47,0,36.0714,unhealthy
177,"2024-06-27 15:50:26",23.36,23.36,-55,81,1024,1039,10,0,47,47,0,44.7445,unhealthy
178,"2024-06-27 15:50:28",23.39,23.39,-51,95,1019,1039,10,0,47,47,0,55.6258,unhealthy
179,"2024-06-27 15:50:29",23.39,23.39,-51,95,1019,1039,10,0,47,47,0,61.6464,unhealthy
180,"2024-06-27 15:50:30",23.39,23.39,-55,82,1019,1039,10,0,47,47,0,43.5846,unhealthy
181,"2024-06-27 15:50:31",23.39,23.39,-55,82,1019,1039,10,0,47,47,0,41.6464,unhealthy
182,"2024-06-27 15:50:32",23.39,23.39,-48,76,1025,1039,10,0,47,47,0,61.6464,unhealthy
183,"2024-06-27 15:50:33",23.39,23.39,-48,76,1025,1039,10,0,47,47,0,55.6258,unhealthy
184,"2024-06-27 15:50:34",23.36,23.36,-48,76,1025,1039,10,0,47,47,0,32.7033,unhealthy
185,"2024-06-27 15:50:35",23.36,23.36,-48,76,1025,1039,10,0,47,47,0,34.798,unhealthy
186,"2024-06-27 15:50:36",23.36,23.36,-49,70,1027,1039,10,0,47,47,0,34.4119,unhealthy
187,"2024-06-27 15:50:37",23.39,23.39,-49,70,1027,1039,10,0,47,47,0,32.7033,unhealthy
188,"2024-06-27 15:50:39",23.39,23.39,-49,70,1027,1039,10,0,47,47,0,36.0714,unhealthy
189,"2024-06-27 15:50:40",23.39,23.39,-54,94,1014,1039,10,0,47,47,0,55.6258,unhealthy
190,"2024-06-27 15:50:41",23.39,23.39,-54,94,1014,1039,10,0,47,47,0,31.2762,unhealthy
191,"2024-06-27 15:50:42",23.39,23.39,-54,94,1014,1039,10,0,47,47,0,44.7445,unhealthy
192,"2024-06-27 15:50:43",23.39,23.39,-54,94,1014,1039,10,0,47,47,0,36.0714,unhealthy
193,"2024-06-27 15:50:44",23.39,23.39,-54,94,1014,1039,10,0,47,47,0,49.6052,unhealthy
194,"2024-06-27 15:50:45",23.39,23.39,-54,94,1014,1039,10,0,47,47,0,43.5846,unhealthy
195,"2024-06-27 15:50:46",23.39,23.39,-54,94,1014,1039,10,0,47,47,0,43.5846,unhealthy
196,"2024-06-27 15:50:47",23.39,23.39,-60,75,1021,1039,10,0,47,47,0,35.202,unhealthy
197,"2024-06-27 15:50:48",23.39,23.39,-56,94,1011,1039,10,0,47,47,0,34.4119,unhealthy
198,"2024-06-27 15:50:49",23.39,23.39,-56,94,1011,1039,10,0,47,47,0,49.6052,unhealthy
199,"2024-06-27 15:50:50",23.39,23.39,-56,94,1011,1039,10,0,47,47,0,33.6876,unhealthy
200,"2024-06-27 15:50:52",23.39,23.39,-46,84,1014,1039,10,0,47,47,0,52.104,unhealthy
201,"2024-06-27 15:50:53",23.39,23.39,-46,84,1014,1039,10,0,47,47,0,55.6258,unhealthy
202,"2024-06-27 15:50:54",23.39,23.39,-46,84,1014,1039,10,0,47,47,0,37.0375,unhealthy
203,"2024-06-27 15:50:55",23.39,23.39,-46,84,1014,1039,10,0,47,47,0,36.0714,unhealthy
204,"2024-06-27 15:50:56",23.39,23.39,-46,84,1014,1039,10,0,47,47,0,35.6258,unhealthy
205,"2024-06-27 15:50:57",23.39,23.39,-46,84,1014,1039,10,0,47,47,0,42.5616,unhealthy
206,"2024-06-27 15:50:58",23.39,23.39,-46,84,1014,1039,10,0,47,47,0,33.0192,unhealthy
207,"2024-06-27 15:50:59",23.39,23.39,-48,81,1013,1039,10,0,47,47,0,34.0422,unhealthy
208,"2024-06-27 15:51:00",23.39,23.39,-48,81,1013,1039,10,0,47,47,0,43.5846,unhealthy
209,"2024-06-27 15:51:01",23.39,23.39,-48,81,1013,1039,10,0,47,47,0,36.0714,unhealthy
210,"2024-06-27 15:51:02",23.39,23.39,-48,77,1031,1039,10,0,47,47,0,26.6827,unhealthy
211,"2024-06-27 15:51:04",23.39,23.39,-48,77,1031,1039,10,0,47,47,0,36.541,unhealthy
212,"2024-06-27 15:51:05",23.39,23.39,-48,77,1031,1039,10,0,47,47,0,35.6258,unhealthy
213,"2024-06-27 15:51:06",23.39,23.39,-54,82,1026,1039,10,0,47,47,0,49.6052,unhealthy
214,"2024-06-27 15:51:07",23.39,23.39,-54,82,1026,1039,10,0,47,47,0,33.0192,unhealthy
215,"2024-06-27 15:51:08",23.39,23.39,-54,82,1026,1039,10,0,47,47,0,49.6052,unhealthy
216,"2024-06-27 15:51:09",23.39,23.39,-54,82,1026,1039,10,0,47,47,0,35.202,unhealthy
217,"2024-06-27 15:51:10",23.39,23.39,-54,82,1026,1039,10,0,47,47,0,35.202,unhealthy
218,"2024-06-27 15:51:11",23.39,23.39,-43,75,1035,1039,10,0,47,47,0,36.541,unhealthy
219,"2024-06-27 15:51:12",23.39,23.39,-43,75,1035,1039,10,0,47,47,0,33.0192,unhealthy
220,"2024-06-27 15:51:13",23.39,23.39,-57,95,1020,1039,10,0,47,47,0,49.6052,unhealthy
221,"2024-06-27 15:51:14",23.39,23.39,-57,95,1020,1039,10,0,47,47,0,52.104,unhealthy
222,"2024-06-27 15:51:16",23.39,23.39,-57,95,1020,1039,10,0,47,47,0,33.6876,unhealthy
223,"2024-06-27 15:51:17",23.39,23.39,-56,69,1016,1039,10,0,47,47,0,44.7445,unhealthy
224,"2024-06-27 15:51:18",23.39,23.39,-56,69,1016,1039,10,0,47,47,0,35.202,unhealthy
225,"2024-06-27 15:51:19",23.39,23.39,-56,69,1016,1039,10,0,47,47,0,46.0834,unhealthy
226,"2024-06-27 15:51:20",23.39,23.39,-56,69,1016,1039,10,0,47,47,0,34.4119,unhealthy
227,"2024-06-27 15:51:21",23.43,23.43,-60,76,1011,1039,10,0,47,47,0,61.6464,unhealthy
228,"2024-06-27 15:51:22",23.43,23.43,-60,76,1011,1039,10,0,47,47,0,43.5846,unhealthy
229,"2024-06-27 15:51:23",23.43,23.43,-50,82,1025,1039,10,0,47,47,0,42.5616,unhealthy
230,"2024-06-27 15:51:24",23.39,23.39,-50,82,1025,1039,10,0,47,47,0,46.0834,unhealthy
231,"2024-06-27 15:51:25",23.39,23.39,-50,82,1025,1039,10,0,47,47,0,52.104,unhealthy
232,"2024-06-27 15:51:26",23.39,23.39,-50,82,1025,1039,10,0,47,47,0,61.6464,unhealthy
233,"2024-06-27 15:51:28",23.43,23.43,-50,82,1025,1039,10,0,47,47,0,34.4119,unhealthy
234,"2024-06-27 15:51:29",23.43,23.43,-50,82,1025,1039,10,0,47,47,0,34.0422,unhealthy
235,"2024-06-27 15:51:30",23.43,23.43,-50,82,1025,1039,10,0,47,47,0,46.0834,unhealthy
236,"2024-06-27 15:51:31",23.46,23.46,-56,76,1034,1039,10,0,47,47,0,47.667,unhealthy
237,"2024-06-27 15:51:32",23.46,23.46,-56,76,1034,1039,10,0,47,47,0,49.6052,unhealthy
238,"2024-06-27 15:51:33",23.46,23.46,-56,76,1034,1039,10,0,47,47,0,33.6876,unhealthy
239,"2024-06-27 15:51:34",23.43,23.43,-57,66,1030,1039,10,0,47,47,0,44.7445,unhealthy
240,"2024-06-27 15:51:35",23.43,23.43,-57,66,1030,1039,10,0,47,47,0,43.5846,unhealthy
